Abayhan,آبایخان
Süeren,سوارن
Süergin,سوارگین
Süerkan,سواركان
Süer,سوئر
Süersan,سوئرسان
Suhan,سوخان
Sühan,سوهان
Süha,سوها
Süheyl,سوهیل
Suheyp,سهیب
Sükan,سوكان
Suka,صوقاع
Suka,سوقا
Sukat,صوقط
Şükrettin,شكرالدین
Şükrü,شكری
Sukuşu,صوقوشو
Sükûti,سكوتی
Sülemiş,سوله مش
Süleyman,سلیمان
Sulhi,صلحی
Sultan,سلطان
Sülü,سولو
Sümerkan,سومرقان
Sümer,سومر
Sunal,صون آل
Sunalp,صون آلپ
Sunay,صون آی
Sunel,صونل
Suner,صونر
Şungar,شونغار
Sungun,صونغون
Sunguralp,صونغورآلپ
Sungurbay,صونغوربای
Sungur,صونغور
Süngür,سونگور
Sungurtekin,صونغور تكین
Süngütay,سونگوتای
Sü,سو
Sünter,سونتر
Sunullah,صنع الله
Süphan,سبحان
Suphi,سوپهی
Sürsoy,سرصوی
Süruri,سروری
Suudi,سعودی
Suut,سعود
Süvari,سواری
Süyek,سویك
Suyurgal,صویورغال
Suyurgamış,صویورغمیش
Suyurgan,صویوغان
Süzen,سوزن
Suzi,سوزی
Tabgaç,تابغاچ
Tacal,تاجال
Tacettin,تاج الدین
Tacim,تعجیم
Taci,تاجی
Tacir,تاجر
Taçkın,تاچقین
Tacver,تاجور
Tağalp,تاغ آلپ
Tağar,تاغار
Tagay,تاغای
Tağay,تاغای
Tağman,تاغمان
Tağ,تاغ
Taha,طاها
Taha,طه
Tahir,طاهر
Tahsin,تحسین
Taip,تائب
Takdir,تقدیر
Taki,تقی
Taki,تاكی
Takiyettin,تقی الدین
Talas,تالاس
Talas,طالاس
Talayer,تالایر
Talayhan,تالایخان
Talaykan,تالایقان
Talaykoç,تالایقوچ
Talaykurt,تالایقورت
Talaykut,تالایقوت
Talayman,تالایمان
Talay,تالای
Talaz,تالاز
Talaz,طالاز
Talha,طلحه
Talih,تالح
Tali,تالی
Talip,طالب
Talu,طالو
Taluyhan,طالویخان
Taluy,طالوی
Tamal,تامال
Tamar,تامار
Tamaydın,تامایدین
Tamçelik,تامچلیك
Tamerk,تام ارك
Tamer,تامر
Tamkan,تامقان
Tamkoç,تامقوچ
Tamkurt,تامقورت
Tamkut,تامقوت
Tamtürk,تام ترك
Tanaçan,تاناچان
Tanaçar,تاناچار
Tanağar,تانآغار
Tanak,تاناق
Tanalp,تانآلپ
Tanaltan,تان آلتان
Tanaltay,تان آلتای
Tanbay,تان بای
Tanbek,تانبك
Tanberk,تانبرك
Tanbey,تانبگ
Tanboğa,تانبوغه
Tanbolat,تانپولاد
Tancan,تانجان
Tandoğan,تانطوغان
Tandoğdu,تانطوغدی
Tandoğmuş,تانطوغمش
Tandoruk,تانطوروق
Tanel,تان أل
Tanerk,تانرك
Taner,تانر
Tanfer,تانفر
Tangüç,تانگوچ
Tangüner,تانگونر
Tanhan,تانخان
Tanık,طانیق
Tanın,طانین
Tanırcan,طانیرجان
Tanırer,طانیرأر
Tanır,طانیر
Tanış,تانش
Tanju,تانژو
Tankan,تانقان
Tankoç,تانقوچ
Tankurt,تانقورت
Tankutlu,تانقوتلو
Tanlak,تانلاق
Tanla,تانله
Tanman,تانمان
Tanören,تان اورن
Tanpınar,تانپینار
Tanrıkorur,تاڭری قورور
Tanrıkul,تاڭریقول
Tanrıkulu,تاڭریقولو
Tanrıöver,تاڭری اوور
Tansal,تانسال
Tansan,تانسان
Tansel,تانسل
Tansen,تانسن
Tanseven,تانسون
Tansever,تانسور
Tansığ,تانصیغ
Tansık,تانصیق
Tansı,تانصی
Tansoy,تانصوی
Tansuğ,طانسوغ
Tansuğ,طانصو
Tansuk,تانصوق
Tantuğ,تانتوغ
Tantürk,تان ترك
Tanuğur,تان اوغور
Tanver,تانور
Tanyolaç,تانیولاچ
Tanyücel,تان یوجل
Tapduk,تاپدوق
Tapgaç,تاپغاچ
Tapık,تاپیق
Tapınç,تاپینچ
Taplı,تاپلی
Taptuk,تاپتوق
Tarancı,تارانجی
Tarcan,تارجان
Tarcan,طارجان
Tarduk,طاردوق
Tardu,طاردو
Targan,طارغان
Tarhan,طرخان
Tarhan,تارخان
Tarhun,طرخون
Tarik,تارك
Tarik,تاریك
Tarık,طریق
Tarık,طاریق
Tarıman,تاریمان
Tarımer,تاریم أر
Tarı,تاری
Tarkan,تارقان
Tarman,تارمان
Tartış,طارتیش
Taru,تارو
Taşar,طشار
Taşboğa,طشبوغه
Taşbudak,طشبوداق
Taşcan,طشجان
Taşdemir,طشدمیر
Taşdöven,طشدوگن
Taşel,طش أل
Taşer,طش أر
Taşgan,طشغان
Taşhan,طشخان
Taşkan,طشقان
Taşkent,طشكنت
Taşkınel,طشقین أل
Taşkıner,طشقین أر
Taşkın,طشقین
Taşkıran,طشقیران
Taştan,طشتان
Taştekin,طشتكین
Tatarhan,تاتارخان
Tatarkan,تاتارقان
Tatar,تاتار
Tavgaç,تاوغاچ
Tavlan,تاولان
Tavlı,تاولی
Tav,تاو
Tavuş,تاووش
Tayak,تایاق
Tayanç,طایانچ
Tayaydın,طای آیدین
Taybars,تایبارس
Taybek,تایبك
Tayberk,تایبرك
Tayboğa,تایبوغه
Taycan,تایجان
Taydaş,تایداش
Taydemir,تایدمیر
Tayfun,طیفون
Tayfur,طیفور
Taygan,طایغان
Taygan,تایغان
Tayguner,طایغونر
Taygun,طایغون
Tayhan,طایخان
Taykara,طایقارا
Taykoç,تایقوچ
Taykurt,تایقورت
Taykut,تایقوت
Taylak,طیلاق
Taylaner,تایلانر
Taylan,تایلان
Tayla,تایلا
Tayman,تایمان
Taymaz,تایماز
Tay,تای
Tay,طی
Taypars,طایپارس
Tayuk,تایوق
Tayyar,طیار
Tayyip,طیب
Teberdar,تبردار
Teberhun,تبرخون
Teber,تبر
Tebrik,تبریك
Tecen,تجن
Teceren,تجرن
Tecimen,تجیمن
Tecimer,تجیمر
Tecim,تجیم
Tecir,تجیر
Tedü,تدو
Tegin,تگین
Tekal,تكآل
Tekalp,تكآلپ
Tekant,تكانت
Tekay,تكای
Tekbay,طكبای
Tekbek,تكبك
Tekbey,تكبگ
Tekbir,تكبیر
Tekcan,تكجان
Tekçe,تكچه
Tekdoğan,تكطوغان
Tekebaş,تكه باش
Tekebay,تكه بای
Tekebey,تكه بگ
Tekecan,تكه جان
Teke,تكه
Teker,تكر
Tekeş,تكش
Tekil,تكیل
Tekinal,تكینآل
Tekinalp,تكینآلپ
Tekinay,تكینآی
Tekindağ,تكینداغ
Tekindağ,تكینطاغ
Tekinel,تكین أل
Tekiner,تكین أر
Tekinhan,تكینخان
Tekin,تكین
Tekinsoy,Tekir
Tekinsoy,تكینصوی
Tekiş,تكیش
Tekiz,تكیز
Tekmil,تكمیل
Tek,تك
Tekok,تك اوق
Teköktem,تك اوكتم
Tekol,تك اول
Teközer,تك اوزر
Teköz,تك اوز
Teksoy,تكصوی
Tekünlü,تكونلو
Tekün,تكون
Tekyay,تكیای
Telimer,تلیمر
Telim,تلیم
Tellibey,تلی بگ
Temelli,تملی
Temel,تمل
Temirbay,تمیربای
Temircan,تمیرجان
Temirhan,تمیرخان
Temirkan,تمیرقان
Temirkut,تمیرقوت
Temir,تمیر
Temirtaş,تمیرطش
Temizalp,تمیز آلپ
Temizcan,تمیز جان
Temizel,تمیزأل
Temizer,تمیزأر
Temizhan,تمیزخان
Temizkal,تمیزقال
Temizkan,تمیزقان
Temizol,تمیزاول
Temizöz,تمیزاوز
Temizsan,تمیزسان
Temizsoy,تمیزصوی
Temren,تمرن
Temuçin,تموچین
Temürhan,تمورخان
Temürlenk,تمورلنك
Temürşah,تمورشاه
Tendübay,تندوبای
Tendürek,تندورك
Tengir,تنگیر
Tengizalp,تنگیزآلپ
Tengiz,تنگیز
Tenvir,تنویر
Teoman,تئومان
Tepedelen,تپه دلن
Tepegöz,تپه گوز
Tepel,تپل
Tepir,تپیر
Terek,ترك
Terem,ترم
Terlan,ترلان
Teşrif,تشریف
Tetiker,تتیك أر
Tetik,تتیك
Tevekkül,توكل
Tevfik,توفیق
Tevhiddin,توحد الدین
Tevhit,توحید
Tevil,تأویل
Tevir,تویر
Tevsen,توسن
Tevs,توس
Teymur,تیمور
Tezal,تظال
Tezalp,تزآلپ
Tezcanlı,تزجانلی
Tezcan,تزجان
Tezelli,تزاللی
Tezeren,تزرن
Tezerol,تزرول
Tez,تز
Tezok,تزوق
Tezol,تزول
Tezveren,تزورن
Tibet,تیبت
Tiğin,تیگین
Tilmaç,تیلماچ
Timuçin,تیموچین
Timurcan,تیمورجان
Timurhan,تیمورخان
Timurkan,تیمورقان
Timurlenk,تیمورلنك
Timur,تیمور
Timuröz,تیمور اوز
Timurtaş,تیمورطش
Tınal,طینآل
Tınaz,طیناز
Tiner,تینر
Tinkut,تینقوت
Tin,تین
Tın,طین
Tipi,تیپی
Titizer,تیتیزأر
Togan,طوغان
Toğan,طوغان
Toğay,طوغای
Toğuş,طوغوش
Tokalan,طوق آلان
Tokal,طوقآل
Tokalp,طوقآلپ
Tokay,طوقای
Tokcan,طوقجان
Tokdemir,طوقدمیر
Tokel,طوق أل
Tökel,توكل
Toker,طوق أر
Tokgöz,طوقگوز
Tokhan,طوقخان
Tokkan,طوققان
Tok,طوق
Toköz,طوق اوز
Toktahan,طوقتاخان
Toktamış,طوقتامش
Tokta,طوقتا
Toktaş,طوقطش
Toktimur,طوقتیمور
Toktuğ,طوقتوغ
Toku,طوقو
Tokuşhan,طوقوشخان
Tokuş,طوقوش
Tokuzer,توقازأر
Tokuz,توقوز
Tokuztuğ,توقوزتوغ
Tokyay,طوقیای
Tokyürek,طوقیورك
Tokyüz,طوقیوز
Tolay,طولای
Tölek,تولك
Tolgahan,طولغه خان
Tolgan,طولغان
Tolga,طولغه
Tolgay,طولغای
Tolonay,طولونآی
Tolonbay,طولونبای
Tolon,طولون
Tolunay,طولونآی
Tolunbay,طولونبای
Tolun,طولون
Toluntiğin,طولونتیگین
Tömek,تومك
Tongal,طونغال
Tongar,طونغار
Tonguç,طونغوچ
Tongur,طونغور
Topaç,توپاچ
Topak,توپاق
Topa,توپه
Topçam,توپچام
Topçay,توپچای
Topdemir,توپدمیر
Topel,توپ أل
Toper,توپ أر
Topuz,توپوز
Topuz,طوپوز
Toralp,طورآلپ
Toraman,طورامان
Toran,طوران
Torcan,طورجان
Töregün,توره گون
Törehan,توره خان
Töreli,توره لی
Torel,طورال
Törel,تورال
Tören,تورن
Torgay,طورغای
Torhan,طورخان
Torkal,طورقال
Torkan,طورقان
Torlak,طورلاق
Tor,طور
Tör,تور
Toros,طوروس
Törüm,توروم
Torumtay,طورومتای
Torun,طورون
Törü,تورو
Tosunbey,طوسون بگ
Tosun,طوسون
Totuk,طوتوق
Toyboğa,طویبوغه
Toycan,طویجان
Toydemir,طویدمیر
Toydeniz,طویدڭز
Toygar,طویغار
Toygun,طویغون
Toyka,طویقا
Toy,طوی
Tozan,توزان
Töz,توز
Tözüm,توزوم
Tozun,توزون
Tüblek,توبلك
Tufan,طوفان
Tuğal,توغال
Tuğalp,توغآلپ
Tuğaltan,توغآلتان
Tuğaltay,توغآلتای
Tugay,طوغای
Tuğbay,توغبای
Tuğcu,توغجو
Tuğhan,توغخان
Tuğkan,طوغقان
Tuğkun,توغقون
Tuğluk,طوغلوق
Tuğlu,طوغلو
Tuğ,توغ
Tuğ,طوغ
Tuğra,طوغرا
Tuğrul,طوغرول
Tuğrultekin,طوغرول تكین
Tuğsan,طوغصان
Tuğsavaş,طوغ صواش
Tuğsav,طوغصو
Tuğsavul,طوغصوول
Tuğsavun,طوغصوون
Tuğsel,طوغسل
Tuğser,طوغسر
Tuğtaş,طوغطش
Tuğtay,توغتای
Tuğtekin,طوغتكین
Tükelalp,توكل آلپ
Tükelay,توكل آی
Tükel,توكل
Tülek,تولك
Tulga,طولغه
Tulgar,طولغار
Tului,طلوع
Tului,تولوئ
Tuluk,طولوق
Tulum,طولوم
Tulun,طولون
Tuman,طومان
Tumay,طومای
Tümbay,تومبای
Tümel,تومل
Tümenbay,تومنبای
Tümenboğa,تومنبوغه
Tümen,تومن
Tümerdem,توم اردم
Tümerkan,تومركان
Tümerkin,تومركین
Tümerk,تومرك
Tümer,تومر
Tümhan,تومخان
Tümkal,تومقال
Tümkan,تومقان
Tümkoç,تومقوچ
Tümkor,تومقور
Tümkurt,تومقورت
Tümkut,تومقوت
Tunacan,طونه جان
Tunaer,طونه أر
Tunakan,طونه قان
Tünak,توناق
Tünal,تونال
Tuna,طونه
Tunay,طونای
Tunçalın,تونچ آلین
Tuncal,تونجال
Tunçal,تونچال
Tuncalp,تونج آلپ
Tunçalp,تونچ آلپ
Tunçaral,تونچ آرال
Tunçaslan,تونچ آسلان
Tuncay,تونجای
Tunçay,تونچای
Tunçbay,تونچبای
Tunçbilek,تونچبیلك
Tunçboğa,تونچبوغه
Tunçbörü,تونچبورو
Tunççağ,تونچچاغ
Tunçdemir,تونچدمیر
Tuncel,تونجل
Tunçel,تونچل
Tuncer,تونجر
Tunçer,تونچر
Tunçhan,تونچخان
Tunçkan,تونچقان
Tunçkaya,تونچقایا
Tunçkılıç,تونچقیلیچ
Tunçkol,تونچقول
Tunçkurt,تونچقورت
Tunç,تونچ
Tunçok,تونچوق
Tunçöven,تونچ اوون
Tunçsoy,تونچصوی
Tunçtan,تونچتان
Tunçtürk,تونچ ترك
Tüner,تونر
Tüney,تونی
Tunga,تونغه
Tunguç,طونغوچ
Tun,تون
Türabi,تورابی
Tural,طورال
Turalp,طورآلپ
Turan,طوران
Turan,توران
Tura,طورا
Turatekin,طوراتكین
Turay,طورای
Turbay,طوربای
Turcan,طورجان
Türehan,توره خان
Türek,تورك
Türeli,توره لی
Türel,تورل
Türemen,توره من
Türe,توره
Türev,تورو
Turgay,طورغای
Türgün,تورگون
Turgut,طورغوت
Turhan,طورخان
Türkalp,تورك آلپ
Turkan,تورقان
Türkaslan,تورك آسلان
Türkcan,توركجان
Türkdoğan,توركطوغان
Türkdoğdu,توركطوغدی
Türker,توركر
Türkili,تورك الی
Türkkan,توركقان
Türk,تورك
Türkoğlu,تورك اوغلی
Türkol,تورك اول
Türköz,تورك اوز
Türksan,توركسان
Türkşen,توركشن
Türkyılmaz,تورك ییلماز
Tur,طور
Tutel,طوت أل
Tuter,طوت أر
Tutku,طوتقو
Tutuhan,طوتوخان
Tutuk,طوتوق
Tutun,طوتون
Tutu,طوتو
Tutuş,طوتوش
Tuyan,طویان
Tuygun,طویغون
Tuyuğ,طویوغ
Tuyuk,طویوق
Tüzeer,توزه أر
Tüzemen,توزه من
Tuzer,طوزر
Tüzmen,توزمن
Tuz,طوز
Tüzünalp,توزون آلپ
Übeyd,عبید
Ubeydullah,عبیدالله
Übeydullah,عبیدالله
Ubeyt,عبید
Übeyt,عبید
Ucaer,اوجاأر
Uçanay,اوچان آی
Uçan,اوچان
Uçanok,اوچانوق
Uca,اوجه
Uça,اوچه
Uçantekin,اوچان تكین
Uçantürk,اوچان تورك
Uçarer,اوچارأر
Uçarlı,اوچارلی
Uçar,اوچار
Ucatekin,اوجه تكین
Uçay,اوچای
Uçbay,اوچبای
Uçbeyi,اوچبگی
Üçe,اوچه
Üçer,اوچر
Uçhan,اوچخان
Uçkan,اوچقان
Uçkara,اوچقارا
Üçkök,اوچكوك
Uçman,اوچمان
Uçma,اوچمه
Uç,اوچ
Üçok,اوچوق
Uçuk,اوچوق
Üçük,اوچوك
Uflaz,اوفلاز
Ufukdeniz,اوفقدڭز
Ufuktan,اوفقتان
Ugan,اوغان
Ügü,اوگو
Uğural,اوغورآل
Uğuralp,اوغورآلپ
Uğurata,اوغورآتا
Uğurel,اوغورأل
Uğurhan,اوغورخان
Uğurlubay,اوغورلوبای
Uğurlubey,اوغورلوبگ
Uğur,اوغور
Uğurol,اوغورول
Uğursan,اوغورسان
Uğursay,اوغورصای
Uğurtay,اوغورتای
Uğut,اوغوت
Uguz,اوغوز
Uğuz,اوغوز
Uhuvvet,اخوت
Üke,اوكه
Ükkaşe,اوككاشه
Ukuş,اوقوش
Ulaçhan,اولاچخان
Ulaçkan,اولاچقان
Ulaç,اولاچ
Ulakbey,اولاق بگ
Ulak,اولاق
Ulam,اولام
Ular,اولار
Ulaş,اولاش
Ulcan,اولجان
Uldız,اولدیز
Üleş,اولش
Ülez,اولز
Ülfer,اولفر
Ülgenalp,اولگن آلپ
Ülgener,اولگن أر
Ülgü,اولگو
Ülken,اولكن
Ülkücü,اولكوجو
Ülkülü,اولكولو
Ülkümen,اولكومن
Ülküsel,اولكوسل
Ülkütan,اولكوتان
Ülmen,اولمن
Ulualp,اولو آلپ
Uluant,اولوآنت
Ulubaş,اولوباش
Ulubay,اولوبای
Ulubek,اولوبك
Uluberk,اولوبرك
Ulubey,اولوبگ
Uluçağ,اولوچاغ
Uluçam,اولوچام
Ulucan,اولوجان
Uluca,اولوجه
Uluçkan,اولوچقان
Uluç,اولوچ
Uludağ,اولوداغ
Uludağ,اولوطاغ
Uludoğan,اولوطوغان
Uluerkan,اولواركان
Uluer,اولوأر
Uluğbey,اولوغ بگ
Uluğ,اولوغ
Uluhan,اولوخان
Ulukaan,اولوقاآن
Ulukan,اولوقان
Ulukaya,اولوقایا
Ulukut,اولوقوت
Uluman,اولومان
Ulumeriç,اولومریچ
Ulum,اولوم
Ulu,اولو
Uluöz,اولواوز
Uluşahin,اولوشاهن
Ulusal,اولوسال
Ulusan,اولوساn
Uluşan,اولوشان
Ulus,اولوس
Ulusoy,اولوصوی
Ulusu,اولوصو
Ulutan,اولوتان
Ulutaş,اولوطش
Ulutay,اولوتای
Ulutekin,اولوتكین
Ulutürk,اولوتورك
Ulvi,علوی
Umaç,اوماچ
Umak,اوماق
Uman,عمان
Uma,اوما
Umdu,اومدو
Ümek,اومك
Ümit,اومید
Ümmet,امت
Umran,عمران
Umu,اومو
Umural,اومورآل
Umuralp,اومورآلپ
Umurbay,اوموربای
Umurbey,اوموربگ
Umur,اومور
Ünalan,اونالان
Ünaldı,اونالدی
Ünalmış,اونالمش
Ünal,اونال
Ünalp,اونآلپ
Unan,اونان
Unat,عنات
Ünek,اونك
Üner,اونر
Ungan,اونغان
Üngördü,اونگوردو
Üngören,اونگورن
Üngörmüş,اونگورمش
Üngün,اونگون
Üngür,اونگور
Ünkan,اونقان
Ünkaya,اونقایا
Ünlem,اوڭلم
Ünlen,اونلن
Ünlüer,اونلوأر
Ünlüol,اونلواول
Ünlüsoy,اونلوصوی
Ün,اون
Ünsan,اونسان
Ünsevin,اونسوین
Ünsi,اونسی
Ünsoy,اونصوی
Üntürk,اونتورك
Ünüçok,اونوچوق
Ünüdeğer,اونودگر
Ünügür,اونوگور
Ünüvar,اونووار
Ünverdi,اونویردی
Ünveren,اونویرن
Ünvermiş,اونویرمش
Ünyay,اونیای
Ural,اورال
Uralp,اورآلپ
Uraltan,اورآلتان
Uraltay,اورآلتای
Uram,عرام
Uran,عران
Uras,عراص
Uraza,عراضه
Urazlı,عراضلی
Uraz,عراض
Urbeyi,اوربگی
Ürek,اورك
Ürem,اورم
Üren,اورن
Üresin,اوره سن
Urgun,اورغون
Ürgün,اورگون
Urhan,اورخان
Urı,اوری
Urkan,اورقان
Ürkmez,اوركمز
Ürkün,اوركون
Urluk,اورلوق
Ur,اور
Ur,عر
Uruk,عروق
Uruk,اوروق
Üründübay,اوروندوبای
Urundu,اوروندو
Üründü,اوروندو
Urungu,اورونغو
Urun,اورون
Urun,عرون
Uruş,عروش
Uruş,اوروش
Uruz,عروض
Uşak,اوشاق
Uşak,عشاق
Usalan,اوسالان
Usal,اوصال
Usal,اوسال
Usalp,اوسآلپ
Usbay,اوسبای
Usberk,اوسبرك
Usbey,اوسبگ
User,اوسر
Üsgen,اوسگن
Ushan,اوصخان
Uskan,اوصقان
Usluer,اوسلو أر
Usman,عثمان
Us,اوس
Us,اوص
Us,عث
Üs,اوس
Usta,اوسته
Üstat,اوستاد
Üstay,اوستای
Üstek,اوستك
Üstel,اوستل
Üster,اوستر
Üstol,اوستول
Üstünbay,اوستونبای
Üstüner,اوستون أر
Üstüngü,اوستونگو
Üstün,اوستون
Usuk,عسوق
Usum,عسوم
